Length,Boat,Year,PriceUSD,Type,Use,NofE,Fuel,Hull
57,Jeanneau 57 ,2015,687000,S,N,S,D,FG
57,Jeanneau 57 ,2015,662200,S,N,S,D,FG
57,Jeanneau Yachts 57,2015,662200,S,N,S,D,FG
57,Nautor Swan 55-120 ,1995,685520,S,U,S,D,FG
57,Nautor Swan 56 ,1999,679288,S,U,S,D,FG
57,Nautor Swan 57 Ketch ,1978,348992,S,U,S,D,FG
57,Nautor Swan 57-023 ,1979,348992,S,U,S,D,FG
57,Nautor Swan 57 Ketch ,1980,475000,S,U,S,D,FG
57,Nautor SwanCUSTOM SWAN... ,2003,800000,S,U,S,D,CP
57,Nautors Swan 57 ,1979,299136,S,U,S,D,FG
57,North Wind 58 ,2010,972192,S,U,S,D,FG
57,Owner Built Ketch ,1975,125561,S,U,S,D,FG
57,Philip Rhodes Sloop ,1938,436240,S,U,S,D,W
56,Alden Ketch ,1939,560880,S,U,S,D,W
56,Baltic 56 ,2005,1869600,S,U,S,D,CP
56,Beneteau 57 ,2003,558387,S,U,S,D,FG
56,Beneteau 57 ,2004,473632,S,U,S,D,FG
56,Bob PerryCustom 56 Cru... ,1995,619000,S,U,S,D,FG
56,Cnb German Frers 57 ,1998,741608,S,U,S,D,CP
56,Dencho Marine Andrews 56 ,1992,295000,S,U,S,D,CP
56,Dufour 560 Grand Large ,2015,623174,S,N,S,D,FG
56,Feeling 55 ,2008,498560,S,U,T,D,FG
56,GcyRacing-Cruising tri... ,1998,295000,S,U,S,G,W
56,Grand Soleil 56 ,2005,548416,S,U,S,D,FG
56,Grand Soleil 56 ,2004,454936,S,U,S,D,FG
56,Hallberg-Rassy 54 ,2008,847552,S,U,S,D,FG
56,Hanse 575 ,2014,434994,S,N,S,D,CP
56,Madsen17m Kreuzerkatam... ,2001,310354,S,U,T,D,CP
56,Mikado 57 ,1984,235570,S,U,S,D,FG
56,Nautor Swan 56 ,2003,777398,S,U,S,D,FG
56,Nautor Swan 56-006 ,1998,741608,S,U,S,D,FG
56,Nautor Swan 57 S&S ,1979,311600,S,U,S,D,FG
56,Nautor Swan 57-024 ,1981,461168,S,U,S,D,CP
56,Nautor's Swan Swan 56 C/R ,1998,695000,S,U,S,D,FG
56,North Wind 56 ,1995,479864,S,U,S,O,FG
56,Northwind 56 ,1995,479864,S,U,S,O,FG
56,Ocean Star 56.1 ,2008,486096,S,U,S,D,FG
56,Omega 56 S/81370 ,1993,180728,S,U,S,D,FG
56,Oyster 56 ,2004,863775,S,U,S,D,FG
56,Oyster 56 Deck Saloon ,2009,1523385,S,U,S,D,FG
56,Oyster 56 Deck Saloon ,2009,1138613,S,U,S,D,FG
56,Simonis 56 ,2005,435000,S,U,S,D,FG
56,Sparkman & StephensUnk... ,1950,350000,S,U,S,D,W
56,Swan 56S ,2003,795000,S,U,O,O,FG
56,Tencara BERRET 57 ,1999,361456,S,U,S,D,CP
56,Tripp 56Offshore Perfo... ,2002,959000,S,U,S,D,CP
56,Turner Yachts 56 ,2002,949000,S,U,O,O,CP
56,Warwick 56 ,1990,619760,S,U,S,D,FG
56,X-Yachts X-562 ,2003,486889,S,U,S,D,CP
56,X-Yachts X-562 ,2002,422530,S,U,S,D,FG
56,X-Yachts X-562 ,2000,560880,S,U,S,D,FG
56,X-Yachts X-562 ,2000,554648,S,U,S,D,FG
55,Baltic 55 ,1984,319000,S,U,S,D,FG
55,BalticCutter - 2012 EN... ,1984,320000,S,U,S,D,FG
55,Bavaria 55 ,2011,360052,S,U,S,D,FG
55,Bavaria 55 ,2010,499419,S,U,S,D,FG
55,Beneteau Oceanis 54 ,2011,330296,S,U,S,D,FG
55,Beneteau Oceanis 54 ,2009,256758,S,U,S,D,FG
55,Beneteau Oceanis 55 ,2013,461168,S,U,S,D,FG
55,Beneteau Sense 55 ,2015,510413,S,N,S,D,FG
55,Bill Tripp Abeking & R... ,1965,467400,S,U,S,D,AL
55,Camper & Nicholsons 55 ,1968,135020,S,U,S,D,AL
55,Cantiere Del PardoGran... ,2004,411312,S,U,S,D,FG
55,Cantieri Del PardoGran... ,2004,560880,S,U,S,D,FG
55,Colvic 55,2002,188381,S,U,S,D,FG
55,Conrad 54 ,1978,36146,S,U,S,D,FG
55,Custom Bruce Roberts K... ,1976,209000,S,U,S,D,FG
55,Dibley 55 Centre Cockpit ,2010,371856,S,U,S,D,CP
55,Discovery 55 ,2005,903038,S,U,S,D,FG
55,Frers Custom ,1984,149900,S,U,S,D,AL
55,HallmanCustom John Coo... ,1982,135000,S,U,S,D,FG
55,Hanse 540e ,2008,336528,S,U,S,D,FG
55,Herreshoff45 Mobjack C... ,1980,241399,S,U,S,D,FG
55,Hoek Design Classic sloop ,1997,810160,S,U,S,D,CP
55,Nautor Swan 55 ,1970,392625,S,U,O,O,FG
55,Nautor Swan 55 ,1971,361456,S,U,S,D,FG
55,Noon Yachts NOON 55 ,2005,463298,S,U,S,D,FG
55,Ocean Star 56.1 ,2003,224352,S,U,S,D,FG
55,Oyster 55 Cruiser Racer ,1995,573344,S,U,S,D,FG
55,Oyster 55 Sloop ,1995,498560,S,U,S,D,FG
55,Peterson 55 ,1982,137000,S,U,S,D,AL
55,Starkel DE CESARI Custom ,1995,448704,S,U,S,D,W
55,Tayana 55 ,1990,294995,S,U,S,D,FG
55,X-Yachts X-562 ,2000,554648,S,U,S,D,FG
55,X-Yachts X-55 ,2010,996898,S,U,S,D,FG
55,X-Yachts X-55 ,2010,934448,S,U,S,D,FG
55,X-Yachts X-562 ,2001,560880,S,U,O,O,FG
54,Adams ,1994,241399,S,U,S,D,FG
54,Alibi ,2012,1586482,S,N,T,O,CP
54,Alubat CIGALE 16 ,2007,582069,S,U,S,D,AL
54,Bavaria 55 Cruiser ,2012,436171,S,N,S,D,FG
54,Bavaria 55 Cruiser ,2009,417544,S,U,S,D,FG
54,Bavaria 55 Cruiser ,2011,280440,S,U,S,D,FG
54,Bavaria 55 Cruiser MKII ,2010,305368,S,U,S,D,FG
54,Beneteau Oceanis 54 ,2012,379000,S,U,S,D,FG
54,Beneteau Oceanis 54 ,2011,439900,S,U,S,D,FG
54,Beneteau Oceanis 54 ,2011,436240,S,U,S,D,FG
54,Beneteau Oceanis 54 ,2012,359000,S,U,S,D,FG
54,Beneteau Oceanis 54 ,2009,355224,S,U,S,D,FG
54,Beneteau Oceanis 54 ,2010,350000,S,U,S,D,FG
54,Beneteau Oceanis 54 ,2009,336528,S,U,S,D,FG
54,Beneteau Oceanis 54 ,2011,317832,S,U,S,D,FG
54,Beneteau Oceanis 54 ,2009,317832,S,U,S,D,FG
54,Beneteau Oceanis 54 ,2010,310354,S,U,S,D,FG
54,Beneteau Oceanis 54 ,2009,292904,S,U,S,D,FG
54,Beneteau Oceanis 54 ,2009,292904,S,U,S,D,FG
54,Beneteau Oceanis 54 ,2009,280440,S,U,S,D,FG
54,Camper & Nicholson 55 ,1970,135020,S,U,S,D,AL
54,Farr Yacht Design 54 ,2004,436240,S,U,S,D,CP
54,Grand Soleil 54 ,2009,698873,S,U,S,D,FG
54,Grand Soleil Brenta 54 ,2009,799000,S,U,S,D,CP
54,Grand Soleil Brenta 54 NEW ,2015,849000,S,N,S,D,CP
54,Grand Soleil Del Pardo 52' ,1989,236816,S,U,S,D,FG
54,Hanse 540e ,2007,415000,S,U,S,D,FG
54,Hanse 540e ,2007,361456,S,U,S,D,CP
54,Hanse 540e ,2007,361456,S,U,S,D,CP
54,Hanse 540e ,2008,324064,S,U,S,D,CP
54,Hanse 545 ,2011,342760,S,U,S,D,FG
54,Hidra 54 ,2006,398848,S,U,S,D,FG
54,Hunter 54 ,1984,84900,S,U,S,D,FG
54,Hunter 54 ,1983,89500,S,U,S,D,FG
54,Hunter 54 ,1982,129000,S,U,S,D,FG
54,Jeanneau 54 DS ,2003,236816,S,U,S,D,FG
54,Jeanneau 54DS ,2003,499000,S,U,T,D,FG
54,Jeanneau Sun Odyssey 54 DS ,2006,439000,S,U,S,D,FG
54,Jeanneau Sun Odyssey 54 DS ,2005,299000,S,U,S,D,FG
54,Jeanneau Sun Odyssey 54 DS ,2009,448704,S,U,S,D,FG
54,Jeanneau Sun Odyssey 54 DS ,2008,439900,S,U,S,D,FG
54,Jeanneau Sun Odyssey 54 DS ,2004,398848,S,U,S,D,FG
54,Jeanneau Sun Odyssey 54 DS ,2003,350000,S,U,S,D,FG
54,Jeanneau Sun Odyssey 54 DS ,2007,342760,S,U,S,D,FG
54,Jeanneau Sun Odyssey 54 DS ,2008,340267,S,U,S,D,FG
54,Jeanneau Sun Odyssey 54 DS ,2004,274208,S,U,S,D,FG
54,Jeanneau Sun Odyssey 54 DS ,2005,271715,S,U,S,D,FG
54,Jeanneau Sun Odyssey 54 DS ,2006,248034,S,U,S,D,FG
54,Jeanneau Sun Odyssey 54 DS ,2005,218120,S,U,S,D,FG
54,Moody 54 ,2002,485000,S,U,S,D,FG
54,Najad 520 ,1996,361456,S,U,S,D,FG
54,Nautor Swan 53 ,2007,1223420,S,U,O,O,FG
54,Nautor Swan 53-511 ,2007,1223420,S,U,O,O,FG
54,Nautor Swan 55 ,1971,305368,S,U,S,D,FG
54,Nautor Swan 53-508 ,2007,1177848,S,U,S,D,FG
54,Noon Yachts 55 ,2005,361456,S,U,S,D,FG
54,Ocean Star 56.1 ,2002,373920,S,U,S,D,FG
54,Ocean Star 56.1 ,2001,203163,S,U,S,D,FG
54,Oyster 54 ,2012,1044383,S,U,S,D,FG
54,Oyster 54 ,2009,1036530,S,U,S,D,FG
54,Oyster 54 ,2009,1036530,S,U,S,D,FG
54,S&S 55 sloop/cutter ,1969,436240,S,U,S,D,W
54,Sovereign CUTTER ,1994,395000,S,U,S,D,FG
54,Sparkman & StephensC/B... ,1953,250000,S,U,S,D,W
54,Sparkman & Stephens Sloop ,1969,529720,S,U,S,D,W
54,Ta Chiao CT 54 Custom ,1979,225000,S,U,S,D,FG
54,Tayana 55 ,1990,295000,S,U,S,D,FG
54,Tayana Raised Saloon ,2014,992000,S,N,S,D,FG
54,Tecnicas&Regats ORC RACER ,2003,292904,S,U,S,D,CP
54,Trewes 54 ,1962,84755,S,U,S,D,ST
54,Vallicelli Blusail ,2004,1868354,S,U,S,D,CP
54,Visiers 55 pies sloop ,1991,280440,S,U,S,D,ST
54,Viva 551 ,2006,322818,S,U,S,D,CP
54,X Yachts X 55 ,2007,747840,S,U,S,D,FG
54,X-Yachts X-55 ,2008,610736,S,U,S,D,FG
54,Yawl 54 ,2013,1620320,S,U,S,D,W
53,Andrews 53 ,1990,149000,S,U,S,D,FG
53,Beneteau First 53 F5 ,1991,186960,S,U,S,D,FG
53,Beneteau First 53f5 ,1992,218300,S,U,S,D,FG
53,Beneteau First 53f5 ,1995,185714,S,U,S,D,FG
53,Beneteau First 53f5 ,1991,185714,S,U,S,D,FG
53,Beneteau First 53f5 ,1992,183494,S,U,S,D,FG
53,Beneteau Oceanis 523 ,2007,299136,S,U,S,D,FG
53,Beneteau Oceanis 523 ,2006,221859,S,U,S,D,FG
53,BeneteauOceanis 523 Cl... ,2006,243048,S,U,S,D,FG
53,BeneteauOceanis Clippe... ,2005,342760,S,U,S,D,FG
53,BeneteauOceanis Clippe... ,2006,243048,S,U,S,D,FG
53,BeneteauOceanis Clippe... ,2006,224352,S,U,S,D,FG
53,Broadblue Rapier 550 ,2014,2277225,S,N,S,D,CP
53,Ferretti Altura 53 ,1980,137104,S,U,T,D,FG
53,Fiskastra Swede 55 ,1978,117500,S,U,S,D,FG
53,Franchini Franchini 53 s ,1996,361456,S,U,S,D,CP
53,Grand Soleil 54 ,2008,616968,S,U,S,D,FG
53,Grand Soleil 54 ,2008,548416,S,U,S,D,FG
53,Grand Soleil 54 ,2009,492328,S,U,S,D,FG
53,Grand Soleil 54 ,2009,492328,S,U,S,D,FG
53,Grand Soleil 54 ,2008,479864,S,U,S,D,FG
53,Grand Soleil 54 ,2009,479802,S,U,S,D,FG
53,Grand Soleil 54 ,2008,411312,S,U,S,D,FG
53,Grand Soleil 54 ,2008,411312,S,U,S,D,FG
53,Grand Soleil 54 ,2008,411312,S,U,S,D,FG
53,Grand Soleil 54 ,2008,411312,S,U,S,D,FG
53,Grand Soleil 54 ,2008,386384,S,U,S,D,FG
53,Hallberg-Rassy 53 ,2000,584562,S,U,S,D,FG
53,Hanse 545 ,2012,620000,S,U,S,D,FG
53,Hanse 545 ,2010,348992,S,U,S,D,CP
53,Herreshoff Bounty ,1962,361456,S,U,T,D,W
53,Humphreys Deck Saloon 53 ,2000,439000,S,U,S,D,FG
53,Ian FranklinDeck Saloo... ,2000,439000,S,U,S,D,FG
53,J 160 J Boat ,1996,458000,S,U,S,D,FG
53,J Boat J/160 ,1997,530000,S,U,S,D,FG
53,J Boats J160 J/160 J 160 ,1997,639000,S,U,S,D,FG
53,Jeanneau 53 ,2013,546000,S,U,S,D,FG
53,Jeanneau 53 ,2015,429000,S,N,S,D,FG
53,Jeanneau 53 ,2011,269221,S,U,S,D,FG
53,Jeanneau 53 Yacht ,2015,420600,S,N,S,D,FG
53,Jeanneau Sun Odyssey 54 DS ,2006,299136,S,U,S,D,FG
53,Jeanneau Sun Odyssey 54 DS ,2003,230584,S,U,S,D,FG
53,Jeanneau Yacht 53 ,2015,449000,S,N,S,D,FG
53,Jfa Concarneau OFD 54 ,1998,307861,S,U,S,D,W
53,Ker 53 Cruiser/Racer ,2009,732883,S,U,S,D,CP
53,Nautor Swan 53 ,1987,375000,S,U,S,D,FG
53,Nautor Swan 53 ,1989,298000,S,U,S,D,FG
53,Nautor Swan 53 ,1988,295000,S,U,S,D,FG
53,Nautor Swan (53) Sloop ,1987,450000,S,U,S,D,FG
53,Nautor Swan 53 ,1987,450000,S,U,S,D,FG
53,One-OffSteel Cruiser-R... ,1964,137104,S,U,S,D,ST
53,Oyster 53 ,2007,777398,S,U,S,D,FG
53,Oyster 53 ,2002,604504,S,U,S,D,FG
53,Santa Cruz 53 C ,2004,575000,S,U,S,D,FG
53,Solaris 53 ,2007,598272,S,U,S,D,FG
53,Solaris53 DS world cru... ,2007,598272,S,U,S,D,FG
53,Sovereign 54 ,1991,123394,S,U,O,O,FG
53,Sparkman & StephensOne... ,1964,199424,S,U,S,D,W
52,Alubat CIGALE 16 ,2008,486096,S,U,S,D,AL
52,Amel Super Maramu 2000 ,2001,367688,S,U,S,D,FG
52,Baltic 51 ,1982,236816,S,U,S,D,FG
52,Baltic 52 ,1990,398848,S,U,S,D,FG
52,Beneteau 523 Oceanis ,2005,405080,S,U,S,D,FG
52,Beneteau 53 F5 ,1994,186960,S,U,S,D,FG
52,Beneteau cyclades 50.4 ,2007,168264,S,U,S,D,FG
52,Beneteau First 53 F5 ,1995,292904,S,U,T,D,FG
52,Beneteau First 53f5 ,1995,292904,S,U,S,D,FG
52,Beneteau First 53f5 ,1995,185714,S,U,S,D,FG
52,Beneteau First 53f5 ,1991,185714,S,U,S,D,FG
52,Cantieri CrosatoVallic... ,1998,361456,S,U,S,D,CP
52,Columbia Custom ,1974,119000,S,U,S,D,FG
52,Comar Comet 52 RS ,2007,261744,S,U,S,D,FG
52,CrosatoVallicelli 52 O... ,1998,361456,S,U,S,D,W
52,Custom Laurin 52 ,1961,262000,S,U,S,D,W
52,Dk YachtsFarr 520 Race... ,2003,434994,S,U,S,D,FG
52,Dufour 525 ,2009,373920,S,N,S,D,FG
52,Dufour 525 Grand Large ,2010,450000,S,U,S,D,FG
52,Dufour 525 Grand Large ,2008,218120,S,U,S,D,FG
52,Elan Impression 514 ,2007,255512,S,U,S,D,FG
52,Elan Impression 514 ,2006,252458,S,U,S,D,FG
52,Elan Impression 514 ,2007,230584,S,U,S,D,FG
52,Enderlein sloop ,1959,243048,S,U,S,D,W
52,Farr520 Performance Cr... ,2004,436240,S,U,S,D,CP
52,Formula One ,1992,89091,S,U,S,D,CP
52,Gemini GEMINI 52 ,1999,436240,S,U,S,D,FG
52,Gieffe Yacht GY53 ,2008,162032,S,U,S,D,FG
52,Gieffe Yachts GF 53 ,2005,249280,S,U,S,D,FG
52,Gieffe Yachts GY 53 ,2005,249280,S,U,S,D,FG
52,Grand Soleil 52 ,1991,361456,S,U,S,D,FG
52,Grand Soleil 52 ,1993,286405,S,U,O,O,FG
52,Grand Soleil 52 ,1991,267976,S,U,S,D,FG
52,Hanse 531 ,2004,372674,S,U,S,D,FG
52,Hanse 531 ,2007,336528,S,U,S,D,FG
52,Hanse 531 ,2006,299136,S,U,S,D,CP
52,Hanse 531 ,2004,274208,S,U,S,D,FG
52,Hanse 531 ,2006,246847,S,U,S,D,CP
52,Hanse 531 ,2006,236816,S,U,S,D,CP
52,Hanse 531 ,2006,236816,S,U,S,D,CP
52,Hanse 531 ,2004,137104,S,U,S,D,FG
52,Hanse 531e ,2006,367688,S,U,S,D,CP
52,Hanse 531e ,2005,317832,S,U,S,D,CP
52,Hanse 540 ,2009,286672,S,U,S,D,FG
52,Hanse 540 ,2008,243048,S,U,S,D,FG
52,Hanse 540 e ,2007,284179,S,U,S,D,FG
52,Hanse 540e ,2008,417544,S,U,S,D,FG
52,Hanse 540e ,2009,361456,S,U,S,D,FG
52,Hanse 540e ,2009,361456,S,U,S,D,FG
52,Hanse 540e ,2009,361456,S,U,S,D,CP
52,Hanse 540e ,2008,348992,S,U,S,D,FG
52,Hanse 540e ,2008,322818,S,U,S,D,FG
52,Hanse 540e ,2007,313170,S,U,S,D,FG
52,Hanse 540e ,2009,267976,S,U,S,D,FG
52,Hanse 540e ,2008,255512,S,U,S,D,FG
52,Hanse 545 ,2010,299136,S,U,S,D,FG
52,Hanse 540 S/90903 ,2007,361456,S,U,S,D,FG
52,Henzewerft henzewerft ,1991,123394,S,U,S,D,CP
52,J Boats J/160 ,1998,464044,S,U,S,D,FG
52,Jeanneau 52.2 ,2002,243048,S,U,S,D,FG
52,Jeanneau 52.2 ,2000,189000,S,U,S,D,FG
52,Jeanneau 53 ,2013,523488,S,U,S,D,FG
52,Jeanneau JEANNEAU 53 ,2011,336528,S,U,S,D,FG
52,Jeanneau Jeanneau 53' ,2010,522242,S,U,S,D,FG
52,Jeanneau Sun Odyssey 52.2 ,2004,211888,S,U,S,D,FG
52,Jeanneau Sun Odyssey 52.2 ,2000,211888,S,U,S,D,FG
52,JeanneauSun Odyssey 52... ,2003,199000,S,U,S,D,FG
52,Jeanneau yacht 53 ,2014,508842,S,U,S,D,FG
52,Judel/vrolijk & CoPerf... ,2004,710448,S,U,S,D,CP
52,KelsallTango 52 perfor... ,2000,235570,S,U,T,D,FG
52,Little Harbor 52 ,1991,559000,S,U,S,D,FG
52,Lyman MorseSparkman an... ,2004,1125000,S,U,S,D,FG
52,Mc Conaghy Bermuda 52 ,1998,699000,S,U,S,D,CP
52,Ocean Star 51.2 ,2000,224352,S,U,S,D,FG
52,Ocean Star 51.2 ,2002,155800,S,U,S,D,FG
52,Ocean Star 51.2 ,1999,130872,S,U,S,D,FG
52,Ocean Star 56.1 ,2003,317832,S,U,S,D,FG
52,Ocean Star 56.1 ,2008,280440,S,U,S,D,FG
52,Omega 56 ,1993,111553,S,U,S,D,FG
52,Palmer Johnson ALDEN ketch ,1980,288000,S,U,S,D,AL
52,Sailing Yachts Bouvet 52' ,2003,311600,S,U,S,D,O
52,Santa Cruz 52 ,1998,399000,S,U,S,D,FG
52,Santa Cruz Sloop ,1993,299000,S,U,S,D,FG
52,Santa Cruz ,1999,395000,S,U,S,D,FG
52,Skipper 53 ,1994,87248,S,U,S,D,FG
52,Skipper 53 ,1994,87248,S,U,S,D,FG
52,Sly 53 ,2008,621954,S,U,S,D,CP
52,Sly 53 ,2008,560880,S,U,S,D,CP
52,Sly 53 ,2008,473632,S,U,S,D,CP
52,Sly Yachts SLY 53 ,2008,585808,S,U,S,D,CP
52,Sly Yachts SLY 53 ,2008,473632,S,U,S,D,CP
52,Sparkman & Stephens Yawl ,1953,573344,S,U,S,D,W
52,Sparkman & Stephens Mc... ,1967,367688,S,U,S,D,W
52,Super Maramu 2000 ,2002,467400,S,U,S,D,FG
52,Tayana 52 ,1990,230000,S,U,S,D,FG
52,Tp 52 ,2005,249280,S,U,S,D,CP
52,Tp 52 Racing Yacht ,2005,290497,S,U,S,D,O
52,Transpac TP52 ,2005,560880,S,U,S,D,FG
52,Vismara MarineV 47 Fas... ,2013,685520,S,U,S,D,CP
51,Aluboot 52 ,2002,410066,S,U,S,D,AL
51,Baltic 51 ,1980,299000,S,U,S,D,FG
51,Baltic 51 ,1980,298000,S,U,S,D,CP
51,Baltic 51 ,1985,279000,S,U,S,D,FG
51,Baltic 51 ,1982,274208,S,U,S,D,CP
51,Baltic Yachts Baltic 51 ,1980,210642,S,U,S,D,FG
51,Bavaria 50 Cruiser ,2013,351169,S,U,S,D,FG
51,Bavaria Vision 50 ,2010,255512,S,U,S,D,FG
51,Bavaria Vision 50 ,2007,199000,S,U,S,D,FG
51,Bavaria 50 Vision ,2007,198178,S,U,S,D,FG
51,Bavaria Oceanbuilt by ... ,2001,199000,S,U,S,D,FG
51,Beneteau Cyclades 50 ,2008,211940,S,U,O,O,FG
51,Beneteau Cyclades 50 ,2007,195000,S,U,S,D,FG
51,Beneteau Cyclades 50 ,2009,186960,S,U,S,D,FG
51,Beneteau Cyclades 50 ,2008,183950,S,U,S,D,FG
51,Beneteau Cyclades 50 ,2007,150000,S,U,S,D,FG
51,Beneteau cyclades 50.4 ,2007,250000,S,U,S,D,FG
51,Beneteau cyclades 50.4 ,2007,173250,S,U,S,D,FG
51,Beneteau cyclades 50.4 ,2007,172003,S,U,S,D,FG
51,Beneteau cyclades 50.4 ,2008,167088,S,U,S,D,FG
51,Beneteau Cyclades 50.5 ,2008,186960,S,U,S,D,FG
51,Beneteau Cyclades 50.5 ,2007,180728,S,U,S,D,FG
51,Beneteau Cyclades 50.5 ,2007,174496,S,U,S,D,FG
51,Beneteau Cyclades 50.5 ,2006,174496,S,U,S,D,FG
51,Beneteau Cyclades 50.5 ,2006,173250,S,U,S,D,FG
51,Beneteau Cyclades 50.5 ,2006,154554,S,U,S,D,FG
51,Beneteau First 51 ,1989,123394,S,U,S,D,FG
51,Beneteau First 53f5 ,1991,168264,S,U,S,D,FG
51,Beneteau Oceanis ,1993,189000,S,U,S,D,FG
51,Beneteau Oceanis 50 ,2009,341000,S,U,S,D,FG
51,Beneteau Oceanis 50 ,2008,211888,S,U,S,D,FG
51,Beneteau Oceanis 50 Family ,2009,299136,S,U,S,D,FG
51,Beneteau Oceanis 510 ,1992,175000,S,U,S,D,FG
51,Beneteau Oceanis 523 ,2006,299136,S,U,S,D,FG
51,BeneteauOceanis Clippe... ,2005,373920,S,U,S,D,FG
51,Beneteau Oceanis 510 ,1993,189000,S,U,S,D,FG
51,Comar Comet 51 Sport ,2007,345000,S,U,S,D,FG
51,Commodo 51 ,2001,98466,S,U,S,D,FG
51,Custom Sloop 56 ,1993,174496,S,U,S,D,FG
51,Dufour GIB SEA 51' ,2001,186960,S,U,S,D,FG
51,Dufour Gib'Sea 51 ,2003,153245,S,U,S,D,FG
51,Dufour Gib'Sea 51 ,2002,140220,S,U,S,D,FG
51,Dufour Gib'Sea 51 ,2002,139534,S,U,S,D,FG
51,Elan 514 IMPRESSION ,2008,310354,S,U,S,D,FG
51,Farr 50 ,1992,139000,S,U,S,D,CP
51,Gib'sea 52 ,1991,123394,S,U,S,D,FG
51,Jeanneau Sun Fast 52 ,1993,137104,S,U,S,D,FG
51,Jeanneau Sun Odyssey 49i ,2008,235570,S,U,S,D,FG
51,Jeanneau Sun Odyssey 51 ,1991,174900,S,U,S,D,FG
51,Lagoon 500 ,2010,660592,S,U,T,D,FG
51,Laurent Giles Royal Hu... ,1971,416183,S,U,S,D,AL
51,Morris Yachts Apogee 50 ,2004,649000,S,U,S,D,FG
51,Nautor Swan 51 ,1984,365000,S,U,S,D,FG
51,Nautor Swan 51 ,1983,299000,S,U,O,O,FG
51,Nautor Swan 51 ,1981,235570,S,U,S,D,FG
51,Nautor Swan 51-012 ,1981,280440,S,U,S,D,CP
51,Ocean Star 51.1 ,2000,115915,S,U,S,D,FG
51,Outremer 51 ,2015,759058,S,N,S,D,CP
51,Sparkman & Stephens Sloop ,1944,436240,S,U,S,D,W
51,Swan 51 ,1981,236816,S,U,S,D,FG
51,Swan Nautor 51Cruiser/... ,1982,224663,S,U,S,D,FG
51,Tresco Composite ADP 51 ,2003,685520,S,U,S,D,CP
51,Universal YachtingUniv... ,2005,355224,S,U,S,D,AL
51,X-Yachts X-512 ,1991,224352,S,U,S,D,FG
50,50' Kettenburg Sloop ,1964,95000,S,U,S,D,W
50,Baltic 51 ,1988,243048,S,U,S,D,FG
50,Baltic 51 ,1980,211888,S,U,O,O,FG
50,Baltic Baltic 50 ,2000,722912,S,U,S,D,O
50,Baltic Yachts Baltic 50 ,2004,934800,S,U,S,D,CP
50,Barberis 511 ,1999,149568,S,U,T,D,FG
50,Bavaria 49 ,2004,171970,S,U,S,D,FG
50,Bavaria 49 ,2003,130872,S,U,S,D,FG
50,Bavaria 49 Cruiser ,2003,137104,S,U,S,D,FG
50,Bavaria 50 ,2002,224352,S,U,S,D,FG
50,Bavaria 50 ,2005,186960,S,U,S,D,FG
50,Bavaria 50 ,1999,114420,S,U,S,D,FG
50,Bavaria 50 ,2002,99463,S,U,S,D,FG
50,Bavaria 50 Cruiser ,2008,232447,S,U,S,D,FG
50,Bavaria 50 Cruiser ,2005,219791,S,U,S,D,FG
50,Bavaria 50 Cruiser ,2008,188460,S,U,S,D,FG
50,Bavaria 50 Cruiser ,2005,186960,S,U,S,D,FG
50,Bavaria 50 Cruiser ,2007,185090,S,U,S,D,FG
50,Bavaria 50 Cruiser ,2007,177612,S,U,S,D,FG
50,Bavaria 50 Cruiser ,2006,177612,S,U,S,D,FG
50,Bavaria 50 Cruiser ,2006,149443,S,U,S,D,FG
50,Bavaria 50 Cruiser ,2006,130872,S,U,S,D,FG
50,Bavaria 50 Cruiser ,2006,128076,S,U,S,D,FG
50,Bavaria Bavaria 49 ,2004,99560,S,U,S,D,FG
50,Belliure 50 ,1989,274208,S,U,S,D,FG
50,Beneteau 50 ,2012,379000,S,U,S,D,FG
50,Beneteau 50 ,2001,286672,S,U,S,D,FG
50,Beneteau 50 ,2005,259900,S,U,S,D,FG
50,Beneteau 50 ,1997,199424,S,U,S,D,FG
50,Beneteau 50 ,2006,186960,S,U,S,D,FG
50,Beneteau 50 ,2003,186890,S,U,S,D,FG
50,Beneteau 505 ,1996,169000,S,U,S,D,FG
50,Beneteau Cyclades 50 ,2006,169000,S,U,S,D,FG
50,Beneteau Cyclades 50 ,2006,159000,S,U,S,D,FG
50,Beneteau Cyclades 50 ,2006,155000,S,U,S,D,FG
50,Beneteau cyclades 50.4 ,2006,198178,S,U,S,D,FG
50,Beneteau cyclades 50.4 ,2007,168015,S,U,S,D,FG
50,Beneteau Cyclades 50.5 ,2008,186960,S,U,S,D,FG
50,Beneteau Cyclades 50.5 ,2007,186960,S,U,S,D,FG
50,Beneteau Cyclades 50.5 ,2007,174496,S,U,S,D,FG
50,Beneteau Cyclades 50.5 ,2007,149568,S,U,S,D,FG
50,Beneteau First 50 ,2008,467400,S,U,S,D,CP
50,Beneteau First 50 ,2007,399000,S,U,S,D,FG
50,Beneteau First 50 ,2008,324064,S,U,S,D,FG
50,Beneteau First 50 ,2007,311600,S,U,S,D,FG
50,Beneteau First 50 S ,2008,297890,S,U,S,D,FG
50,Beneteau First 51 S ,1986,89741,S,U,S,D,FG
50,Beneteau Oceanis 50 ,2010,286672,S,U,S,D,FG
50,Beneteau Oceanis 50 ,2010,267976,S,U,S,D,FG
50,BeneteauOceanis 50 Per... ,2007,274838,S,U,S,D,FG
